Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.93,0.854,0.593,0.553,0.603,0.489,0.502,0.5,0.719,0.647,0.526,0.428,0.45,0.073,0.869,0.902,0.815,0.804,0.503,0.655,0.49,0.191,0.207,0.993,0.993,0.993
BLEU-4,0.844,0.662,0.333,0.28,0.246,0.17,0.2,0.238,0.65,0.626,0.517,0.42,0.439,0.069,0.775,0.784,0.571,0.553,0.132,0.33,0.087,0.003,0.082,0.898,0.898,0.982
METEOR,0.945,0.932,0.584,0.557,0.743,0.66,0.584,0.463,0.906,0.76,0.814,0.782,0.51,0.251,0.931,0.918,0.848,0.828,0.545,0.706,0.519,0.228,0.298,0.65,0.712,0.705
ROUGE-1,0.93,0.932,0.775,0.746,0.733,0.651,0.659,0.678,0.832,0.773,0.684,0.594,0.701,0.422,0.899,0.901,0.82,0.806,0.522,0.661,0.519,0.263,0.523,0.981,0.981,0.981
ROUGE-4,0.768,0.558,0.268,0.214,0.112,0.09,0.101,0.158,0.683,0.702,0.637,0.553,0.638,0.357,0.721,0.682,0.402,0.381,0.038,0.165,0.011,0.0,0.084,0.761,0.761,0.927
ROUGE-L,0.93,0.824,0.719,0.694,0.665,0.588,0.554,0.559,0.826,0.77,0.676,0.588,0.697,0.416,0.899,0.901,0.81,0.806,0.478,0.657,0.453,0.133,0.46,0.2,0.448,0.494
ROUGE-Lsum,0.93,0.878,0.755,0.734,0.713,0.639,0.646,0.641,0.832,0.77,0.681,0.592,0.701,0.422,0.899,0.901,0.813,0.806,0.512,0.661,0.505,0.257,0.499,0.97,0.981,0.981
VCS_LCT0,0.966,0.99,0.974,0.977,0.927,0.92,0.866,0.631,0.904,0.598,0.607,0.532,0.58,0.0,0.737,0.861,0.854,0.411,0.103,0.578,0.057,0.0,0.885,0.0,0.0,0.377
VCS_LCT1,0.966,0.99,0.974,0.977,0.929,0.922,0.933,0.803,0.905,0.705,0.62,0.542,0.646,0.0,0.737,0.861,0.854,0.411,0.172,0.578,0.076,0.0,0.895,0.457,0.213,0.377
