Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.846,0.888,0.271,0.264,0.545,0.45,0.492,0.402,0.658,0.704,0.575,0.463,0.3,0.011,0.909,0.855,0.821,0.647,0.642,0.647,0.487,0.293,0.046,0.995,0.995,0.995
BLEU-4,0.629,0.697,0.081,0.111,0.234,0.175,0.16,0.141,0.574,0.685,0.57,0.458,0.297,0.011,0.822,0.67,0.58,0.29,0.275,0.321,0.098,0.005,0.008,0.914,0.923,0.988
METEOR,0.897,0.934,0.277,0.296,0.599,0.555,0.532,0.367,0.834,0.78,0.824,0.795,0.399,0.163,0.925,0.878,0.86,0.669,0.666,0.688,0.469,0.234,0.15,0.598,0.652,0.659
ROUGE-1,0.853,0.947,0.539,0.559,0.696,0.628,0.645,0.612,0.791,0.819,0.727,0.631,0.614,0.299,0.927,0.861,0.837,0.649,0.654,0.66,0.502,0.323,0.335,0.987,0.987,0.987
ROUGE-4,0.469,0.608,0.059,0.1,0.147,0.107,0.087,0.093,0.603,0.755,0.697,0.604,0.59,0.266,0.771,0.521,0.413,0.125,0.121,0.168,0.017,0.0,0.015,0.811,0.825,0.95
ROUGE-L,0.851,0.863,0.458,0.476,0.602,0.527,0.493,0.481,0.789,0.819,0.725,0.629,0.614,0.299,0.927,0.861,0.829,0.642,0.629,0.65,0.48,0.145,0.259,0.238,0.393,0.538
ROUGE-Lsum,0.853,0.917,0.523,0.536,0.677,0.618,0.618,0.579,0.791,0.819,0.727,0.631,0.614,0.299,0.927,0.861,0.832,0.646,0.646,0.655,0.497,0.316,0.316,0.958,0.982,0.987
VCS_LCT0,0.935,0.962,0.817,0.918,0.808,0.792,0.861,0.921,0.788,0.616,0.712,0.612,0.574,0.0,0.836,0.831,0.929,0.0,0.74,0.766,0.0,0.0,0.734,0.03,0.0,0.46
VCS_LCT1,0.968,0.975,0.923,0.92,0.898,0.821,0.891,0.923,0.795,0.75,0.733,0.626,0.686,0.0,0.84,0.835,0.956,0.009,0.743,0.772,0.0,0.0,0.757,0.46,0.258,0.473
