Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.792,0.815,0.209,0.232,0.537,0.448,0.465,0.223,0.664,0.643,0.564,0.451,0.377,0.003,0.861,0.908,0.81,0.431,0.587,0.62,0.459,0.296,0.13,0.995,0.995,0.995
BLEU-4,0.484,0.531,0.062,0.069,0.164,0.128,0.177,0.059,0.601,0.624,0.558,0.447,0.37,0.002,0.743,0.77,0.55,0.067,0.211,0.265,0.044,0.004,0.027,0.911,0.915,0.987
METEOR,0.825,0.902,0.278,0.289,0.543,0.506,0.481,0.243,0.878,0.752,0.854,0.821,0.473,0.143,0.906,0.925,0.856,0.415,0.604,0.65,0.454,0.25,0.225,0.622,0.689,0.66
ROUGE-1,0.799,0.899,0.522,0.533,0.674,0.6,0.593,0.465,0.795,0.783,0.723,0.625,0.667,0.245,0.889,0.911,0.814,0.454,0.598,0.639,0.479,0.331,0.435,0.994,0.994,0.994
ROUGE-4,0.291,0.381,0.051,0.043,0.089,0.066,0.088,0.035,0.649,0.729,0.703,0.606,0.629,0.208,0.681,0.654,0.367,0.01,0.082,0.119,0.003,0.0,0.011,0.822,0.829,0.97
ROUGE-L,0.779,0.773,0.397,0.449,0.546,0.476,0.473,0.332,0.795,0.781,0.721,0.622,0.663,0.245,0.889,0.906,0.804,0.412,0.58,0.613,0.411,0.144,0.353,0.232,0.408,0.563
ROUGE-Lsum,0.792,0.846,0.512,0.519,0.654,0.583,0.575,0.427,0.795,0.781,0.723,0.625,0.667,0.245,0.889,0.911,0.812,0.444,0.595,0.637,0.471,0.315,0.428,0.981,0.978,0.994
VCS_LCT0,0.955,0.944,0.79,0.805,0.887,0.813,0.865,0.822,0.802,0.703,0.628,0.529,0.699,0.0,0.71,0.733,0.974,0.0,0.084,0.648,0.0,0.0,0.727,0.0,0.042,0.43
VCS_LCT1,0.955,0.98,0.899,0.919,0.887,0.815,0.869,0.914,0.802,0.786,0.635,0.547,0.785,0.0,0.71,0.733,0.974,0.0,0.108,0.648,0.0,0.0,0.895,0.459,0.236,0.43
