Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.831,0.793,0.385,0.12,0.756,0.632,0.556,0.23,0.648,0.671,0.462,0.35,0.342,0.028,0.818,0.91,0.783,0.643,0.509,0.61,0.408,0.298,0.033,1.0,1.0,1.0
BLEU-4,0.625,0.517,0.147,0.027,0.526,0.327,0.21,0.058,0.568,0.668,0.46,0.349,0.34,0.028,0.68,0.786,0.466,0.364,0.16,0.257,0.063,0.005,0.004,0.867,0.871,0.997
METEOR,0.892,0.819,0.357,0.212,0.812,0.719,0.517,0.285,0.85,0.832,0.824,0.78,0.458,0.215,0.898,0.933,0.831,0.73,0.506,0.664,0.355,0.223,0.123,0.595,0.663,0.616
ROUGE-1,0.837,0.889,0.645,0.456,0.843,0.748,0.678,0.487,0.787,0.798,0.633,0.522,0.64,0.353,0.86,0.915,0.799,0.681,0.529,0.628,0.44,0.319,0.296,0.99,0.99,0.99
ROUGE-4,0.489,0.409,0.097,0.026,0.42,0.228,0.118,0.041,0.606,0.773,0.615,0.507,0.61,0.325,0.597,0.681,0.29,0.207,0.056,0.125,0.011,0.0,0.003,0.724,0.728,0.965
ROUGE-L,0.837,0.744,0.535,0.368,0.802,0.65,0.507,0.377,0.787,0.795,0.633,0.522,0.64,0.353,0.86,0.913,0.771,0.681,0.506,0.617,0.378,0.141,0.184,0.211,0.354,0.506
ROUGE-Lsum,0.837,0.862,0.628,0.444,0.839,0.735,0.665,0.47,0.787,0.796,0.633,0.522,0.64,0.353,0.86,0.915,0.795,0.681,0.521,0.626,0.436,0.315,0.279,0.969,0.98,0.99
VCS_LCT0,0.946,0.946,0.889,0.802,0.96,0.951,0.753,0.796,0.932,0.774,0.803,0.655,0.653,0.015,0.732,0.895,0.982,0.023,0.264,0.563,0.0,0.0,0.087,0.0,0.015,0.453
VCS_LCT1,0.946,0.976,0.921,0.859,0.961,0.952,0.805,0.856,0.932,0.775,0.811,0.66,0.668,0.067,0.732,0.895,0.982,0.039,0.278,0.579,0.0,0.0,0.356,0.466,0.102,0.453
