Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.879,0.878,0.483,0.145,0.815,0.6,0.732,0.334,0.781,0.663,0.563,0.473,0.441,0.101,0.847,0.923,0.884,0.621,0.806,0.757,0.547,0.33,0.026,1.0,1.0,1.0
BLEU-4,0.739,0.666,0.285,0.065,0.638,0.29,0.433,0.15,0.737,0.66,0.559,0.47,0.439,0.1,0.704,0.825,0.713,0.255,0.594,0.502,0.143,0.005,0.007,0.925,0.937,0.997
METEOR,0.933,0.898,0.47,0.257,0.89,0.59,0.699,0.311,0.908,0.827,0.807,0.784,0.491,0.283,0.862,0.943,0.908,0.655,0.838,0.798,0.539,0.235,0.139,0.638,0.675,0.668
ROUGE-1,0.888,0.939,0.715,0.488,0.886,0.733,0.828,0.595,0.877,0.796,0.72,0.643,0.708,0.467,0.854,0.928,0.887,0.64,0.811,0.769,0.568,0.352,0.291,0.994,0.994,0.994
ROUGE-4,0.626,0.561,0.271,0.095,0.552,0.193,0.297,0.123,0.781,0.776,0.699,0.623,0.7,0.452,0.592,0.739,0.576,0.109,0.453,0.34,0.039,0.0,0.021,0.832,0.858,0.974
ROUGE-L,0.888,0.852,0.686,0.425,0.864,0.608,0.741,0.445,0.877,0.793,0.719,0.641,0.708,0.467,0.854,0.926,0.885,0.619,0.807,0.752,0.51,0.154,0.197,0.261,0.372,0.498
ROUGE-Lsum,0.888,0.916,0.71,0.472,0.882,0.721,0.808,0.567,0.877,0.796,0.72,0.643,0.708,0.467,0.854,0.928,0.887,0.633,0.809,0.769,0.557,0.343,0.277,0.987,0.994,0.994
VCS_LCT0,0.865,0.946,0.951,0.627,0.897,0.872,0.96,0.598,0.909,0.765,0.703,0.611,0.541,0.031,0.449,0.929,0.985,0.0,0.556,0.824,0.0,0.0,0.247,0.009,0.053,0.41
VCS_LCT1,0.868,0.977,0.952,0.781,0.923,0.907,0.97,0.749,0.909,0.767,0.727,0.663,0.629,0.361,0.449,0.929,0.985,0.0,0.563,0.826,0.0,0.0,0.597,0.456,0.208,0.41
