Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.843,0.813,0.248,0.169,0.676,0.567,0.513,0.249,0.585,0.641,0.46,0.345,0.358,0.017,0.768,0.898,0.832,0.702,0.604,0.677,0.487,0.354,0.079,1.0,1.0,1.0
BLEU-4,0.647,0.41,0.076,0.048,0.328,0.254,0.129,0.045,0.503,0.611,0.458,0.343,0.356,0.017,0.582,0.763,0.605,0.388,0.267,0.306,0.042,0.01,0.008,0.861,0.87,0.997
METEOR,0.895,0.815,0.305,0.253,0.64,0.593,0.445,0.247,0.767,0.644,0.824,0.777,0.468,0.193,0.843,0.924,0.883,0.699,0.63,0.737,0.453,0.256,0.16,0.532,0.637,0.58
ROUGE-1,0.845,0.889,0.544,0.486,0.769,0.698,0.623,0.476,0.74,0.782,0.632,0.515,0.661,0.328,0.805,0.9,0.842,0.71,0.616,0.69,0.494,0.386,0.355,1.0,1.0,1.0
ROUGE-4,0.504,0.237,0.055,0.042,0.185,0.148,0.048,0.021,0.542,0.706,0.627,0.51,0.649,0.309,0.459,0.649,0.441,0.206,0.13,0.146,0.002,0.0,0.007,0.729,0.745,0.993
ROUGE-L,0.841,0.668,0.439,0.394,0.668,0.602,0.438,0.335,0.74,0.782,0.632,0.515,0.661,0.328,0.805,0.898,0.835,0.708,0.6,0.681,0.441,0.157,0.204,0.24,0.326,0.513
ROUGE-Lsum,0.843,0.823,0.529,0.483,0.761,0.689,0.6,0.452,0.74,0.782,0.632,0.515,0.661,0.328,0.805,0.9,0.839,0.71,0.613,0.685,0.49,0.382,0.338,0.982,1.0,1.0
VCS_LCT0,0.977,0.952,0.723,0.703,0.923,0.904,0.812,0.611,0.803,0.713,0.702,0.523,0.628,0.0,0.37,0.869,0.977,0.071,0.197,0.741,0.0,0.0,0.306,0.0,0.059,0.45
VCS_LCT1,0.977,0.974,0.8,0.815,0.95,0.928,0.873,0.727,0.805,0.744,0.707,0.531,0.644,0.0,0.383,0.869,0.977,0.092,0.203,0.748,0.0,0.0,0.537,0.469,0.151,0.45
