Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.965,0.808,0.092,0.154,0.683,0.58,0.566,0.173,0.747,0.656,0.478,0.364,0.352,0.004,0.829,0.829,0.835,0.487,0.528,0.647,0.476,0.344,0.076,1.0,1.0,1.0
BLEU-4,0.929,0.534,0.029,0.06,0.324,0.237,0.177,0.045,0.671,0.626,0.476,0.362,0.349,0.004,0.687,0.604,0.623,0.083,0.126,0.253,0.057,0.005,0.016,0.882,0.883,0.997
METEOR,0.972,0.823,0.227,0.247,0.631,0.59,0.489,0.241,0.842,0.665,0.815,0.772,0.465,0.156,0.883,0.848,0.877,0.499,0.547,0.682,0.401,0.254,0.189,0.556,0.604,0.615
ROUGE-1,0.966,0.883,0.44,0.487,0.782,0.711,0.659,0.459,0.843,0.788,0.647,0.535,0.649,0.263,0.855,0.832,0.841,0.501,0.541,0.661,0.49,0.368,0.399,0.993,0.993,0.993
ROUGE-4,0.899,0.391,0.056,0.095,0.181,0.131,0.07,0.043,0.689,0.707,0.632,0.522,0.62,0.231,0.59,0.442,0.467,0.011,0.027,0.099,0.004,0.0,0.017,0.755,0.758,0.974
ROUGE-L,0.966,0.755,0.328,0.381,0.711,0.627,0.492,0.339,0.824,0.788,0.646,0.534,0.649,0.263,0.855,0.83,0.83,0.468,0.517,0.639,0.4,0.153,0.281,0.206,0.306,0.514
ROUGE-Lsum,0.966,0.838,0.427,0.459,0.778,0.707,0.638,0.443,0.843,0.788,0.647,0.535,0.649,0.263,0.855,0.832,0.841,0.498,0.539,0.654,0.474,0.359,0.366,0.97,0.974,0.993
VCS_LCT0,0.992,0.961,0.757,0.768,0.952,0.831,0.874,0.781,0.899,0.657,0.717,0.522,0.595,0.0,0.59,0.819,0.966,0.044,0.199,0.727,0.0,0.0,0.771,0.0,0.065,0.436
VCS_LCT1,0.992,0.964,0.832,0.852,0.952,0.832,0.876,0.826,0.901,0.698,0.719,0.527,0.662,0.0,0.602,0.819,0.966,0.055,0.205,0.732,0.0,0.0,0.796,0.435,0.156,0.436
