Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.933,0.846,0.586,0.358,0.668,0.588,0.699,0.593,0.686,0.643,0.614,0.518,0.411,0.048,0.914,0.859,0.805,0.552,0.521,0.622,0.475,0.338,0.107,1.0,1.0,1.0
BLEU-4,0.848,0.612,0.385,0.177,0.429,0.353,0.479,0.353,0.63,0.64,0.611,0.516,0.409,0.048,0.796,0.694,0.577,0.197,0.127,0.222,0.096,0.005,0.025,0.934,0.942,0.997
METEOR,0.959,0.918,0.608,0.425,0.76,0.741,0.757,0.599,0.875,0.85,0.868,0.845,0.49,0.231,0.923,0.881,0.857,0.59,0.525,0.679,0.442,0.235,0.201,0.619,0.702,0.653
ROUGE-1,0.936,0.922,0.783,0.648,0.787,0.734,0.806,0.776,0.812,0.771,0.752,0.675,0.673,0.382,0.915,0.864,0.814,0.577,0.537,0.654,0.492,0.372,0.422,0.984,0.984,0.984
ROUGE-4,0.779,0.486,0.334,0.157,0.328,0.268,0.397,0.287,0.685,0.744,0.726,0.651,0.627,0.342,0.703,0.556,0.424,0.072,0.032,0.079,0.017,0.0,0.022,0.832,0.846,0.951
ROUGE-L,0.936,0.788,0.753,0.604,0.737,0.677,0.749,0.677,0.812,0.771,0.752,0.675,0.673,0.382,0.915,0.864,0.804,0.562,0.518,0.608,0.456,0.165,0.307,0.241,0.442,0.586
ROUGE-Lsum,0.936,0.854,0.775,0.645,0.774,0.717,0.793,0.74,0.812,0.771,0.752,0.675,0.673,0.382,0.915,0.864,0.812,0.575,0.53,0.637,0.485,0.348,0.397,0.984,0.984,0.984
VCS_LCT0,0.984,0.984,0.973,0.925,0.939,0.934,0.981,0.95,0.89,0.772,0.712,0.644,0.661,0.0,0.83,0.894,0.985,0.144,0.509,0.749,0.111,0.0,0.765,0.0,0.155,0.416
VCS_LCT1,0.996,0.986,0.973,0.926,0.939,0.936,0.981,0.959,0.9,0.777,0.746,0.658,0.705,0.04,0.83,0.894,0.985,0.165,0.521,0.749,0.123,0.0,0.799,0.418,0.261,0.416
