Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.771,0.889,0.265,0.275,0.768,0.649,0.752,0.31,0.736,0.679,0.611,0.514,0.232,0.018,0.912,0.845,0.865,0.484,0.597,0.507,0.473,0.311,0.058,1.0,1.0,1.0
BLEU-4,0.518,0.738,0.1,0.107,0.514,0.338,0.468,0.088,0.693,0.678,0.607,0.511,0.231,0.018,0.795,0.634,0.684,0.07,0.191,0.112,0.071,0.005,0.013,0.943,0.939,0.996
METEOR,0.844,0.872,0.315,0.335,0.796,0.745,0.717,0.313,0.844,0.827,0.809,0.789,0.354,0.163,0.913,0.867,0.897,0.5,0.642,0.538,0.486,0.237,0.157,0.627,0.655,0.652
ROUGE-1,0.796,0.933,0.58,0.595,0.868,0.785,0.857,0.578,0.852,0.774,0.729,0.656,0.547,0.32,0.914,0.845,0.874,0.517,0.608,0.514,0.486,0.342,0.358,0.953,0.953,0.953
ROUGE-4,0.375,0.679,0.098,0.095,0.429,0.236,0.362,0.066,0.76,0.699,0.654,0.586,0.474,0.275,0.706,0.486,0.559,0.01,0.06,0.024,0.012,0.0,0.019,0.758,0.753,0.856
ROUGE-L,0.784,0.878,0.444,0.482,0.8,0.687,0.766,0.416,0.852,0.772,0.729,0.654,0.547,0.32,0.914,0.843,0.867,0.476,0.587,0.499,0.448,0.146,0.242,0.259,0.369,0.556
ROUGE-Lsum,0.791,0.905,0.528,0.55,0.853,0.757,0.836,0.516,0.852,0.772,0.729,0.656,0.547,0.32,0.914,0.843,0.867,0.498,0.589,0.504,0.477,0.32,0.317,0.937,0.941,0.953
VCS_LCT0,0.948,0.968,0.889,0.931,0.933,0.94,0.949,0.824,0.94,0.786,0.696,0.642,0.507,0.0,0.651,0.883,0.951,0.099,0.515,0.48,0.0,0.0,0.633,0.0,0.0,0.444
VCS_LCT1,0.948,0.968,0.932,0.931,0.963,0.963,0.973,0.856,0.94,0.793,0.717,0.655,0.637,0.231,0.651,0.883,0.951,0.127,0.525,0.48,0.012,0.0,0.814,0.395,0.196,0.444
