Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.947,0.802,0.251,0.181,0.803,0.7,0.686,0.269,0.742,0.672,0.454,0.34,0.295,0.012,0.872,0.923,0.809,0.737,0.548,0.681,0.487,0.267,0.044,1.0,1.0,1.0
BLEU-4,0.869,0.467,0.093,0.056,0.651,0.516,0.428,0.067,0.684,0.669,0.451,0.338,0.291,0.012,0.702,0.827,0.547,0.432,0.193,0.292,0.101,0.004,0.009,0.884,0.885,0.996
METEOR,0.972,0.903,0.3,0.256,0.924,0.853,0.697,0.276,0.88,0.841,0.825,0.778,0.437,0.188,0.89,0.937,0.828,0.769,0.566,0.718,0.513,0.221,0.156,0.579,0.646,0.658
ROUGE-1,0.949,0.918,0.579,0.516,0.89,0.821,0.8,0.517,0.855,0.796,0.625,0.51,0.62,0.309,0.876,0.928,0.825,0.752,0.574,0.711,0.508,0.284,0.339,0.99,0.99,0.99
ROUGE-4,0.803,0.32,0.085,0.049,0.588,0.452,0.331,0.037,0.73,0.773,0.604,0.493,0.595,0.285,0.577,0.751,0.387,0.261,0.067,0.126,0.02,0.0,0.015,0.753,0.762,0.962
ROUGE-L,0.949,0.73,0.457,0.419,0.884,0.81,0.72,0.369,0.855,0.796,0.625,0.51,0.62,0.309,0.874,0.928,0.811,0.749,0.552,0.667,0.472,0.134,0.213,0.233,0.34,0.507
ROUGE-Lsum,0.949,0.853,0.551,0.497,0.886,0.82,0.784,0.481,0.855,0.796,0.625,0.51,0.62,0.309,0.876,0.928,0.823,0.752,0.568,0.702,0.495,0.277,0.321,0.978,0.985,0.99
VCS_LCT0,0.988,0.955,0.869,0.826,0.961,0.975,0.848,0.763,0.932,0.789,0.739,0.608,0.673,0.0,0.671,0.906,0.962,0.501,0.217,0.895,0.058,0.0,0.759,0.0,0.112,0.451
VCS_LCT1,0.988,0.969,0.903,0.879,0.984,0.975,0.899,0.859,0.932,0.783,0.745,0.623,0.744,0.058,0.671,0.906,0.971,0.501,0.242,0.919,0.088,0.0,0.795,0.446,0.251,0.467
