Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.961,0.649,0.337,0.399,0.559,0.487,0.496,0.114,0.583,0.672,0.444,0.327,0.331,0.039,0.722,0.88,0.852,0.639,0.508,0.667,0.525,0.296,0.026,1.0,1.0,1.0
BLEU-4,0.891,0.275,0.141,0.174,0.223,0.182,0.229,0.039,0.488,0.639,0.442,0.326,0.329,0.038,0.49,0.727,0.597,0.331,0.109,0.255,0.101,0.004,0.005,0.85,0.859,0.997
METEOR,0.981,0.815,0.385,0.374,0.636,0.585,0.632,0.203,0.823,0.702,0.848,0.797,0.455,0.23,0.815,0.902,0.892,0.687,0.505,0.713,0.542,0.216,0.112,0.545,0.571,0.571
ROUGE-1,0.962,0.823,0.643,0.687,0.717,0.662,0.671,0.415,0.742,0.806,0.623,0.502,0.635,0.375,0.769,0.889,0.86,0.672,0.531,0.687,0.552,0.309,0.278,1.0,1.0,1.0
ROUGE-4,0.83,0.149,0.124,0.132,0.137,0.105,0.155,0.051,0.519,0.729,0.618,0.497,0.626,0.358,0.362,0.61,0.428,0.18,0.026,0.109,0.015,0.0,0.014,0.719,0.732,0.994
ROUGE-L,0.958,0.632,0.54,0.625,0.62,0.556,0.591,0.327,0.742,0.806,0.623,0.502,0.635,0.375,0.769,0.887,0.833,0.666,0.437,0.649,0.499,0.141,0.202,0.23,0.342,0.512
ROUGE-Lsum,0.962,0.75,0.635,0.674,0.705,0.647,0.656,0.403,0.742,0.806,0.622,0.501,0.635,0.375,0.769,0.889,0.86,0.672,0.529,0.683,0.548,0.305,0.271,0.992,1.0,1.0
VCS_LCT0,0.987,0.938,0.576,0.651,0.889,0.85,0.88,0.399,0.77,0.714,0.687,0.353,0.648,0.117,0.434,0.89,0.988,0.035,0.029,0.76,0.0,0.0,0.299,0.0,0.032,0.439
VCS_LCT1,0.987,0.938,0.702,0.716,0.892,0.857,0.881,0.649,0.772,0.755,0.689,0.357,0.661,0.202,0.434,0.89,0.988,0.035,0.049,0.763,0.0,0.0,0.565,0.446,0.151,0.439
