Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.928,0.821,0.283,0.202,0.579,0.535,0.536,0.263,0.756,0.694,0.486,0.378,0.489,0.031,0.881,0.91,0.785,0.511,0.493,0.702,0.469,0.318,0.103,1.0,1.0,1.0
BLEU-4,0.835,0.621,0.128,0.07,0.275,0.243,0.229,0.055,0.712,0.669,0.484,0.376,0.486,0.031,0.675,0.789,0.509,0.153,0.111,0.363,0.109,0.005,0.019,0.882,0.898,0.997
METEOR,0.967,0.924,0.291,0.262,0.651,0.632,0.592,0.257,0.864,0.65,0.792,0.757,0.525,0.202,0.9,0.926,0.838,0.569,0.532,0.777,0.524,0.219,0.172,0.565,0.623,0.617
ROUGE-1,0.931,0.919,0.585,0.518,0.715,0.684,0.686,0.501,0.864,0.814,0.656,0.553,0.723,0.358,0.89,0.913,0.795,0.532,0.521,0.72,0.488,0.332,0.396,0.989,0.989,0.989
ROUGE-4,0.766,0.534,0.136,0.074,0.176,0.156,0.143,0.029,0.771,0.742,0.637,0.536,0.696,0.34,0.538,0.691,0.343,0.048,0.026,0.199,0.024,0.0,0.016,0.756,0.78,0.963
ROUGE-L,0.931,0.803,0.509,0.459,0.64,0.609,0.589,0.36,0.864,0.812,0.656,0.553,0.723,0.358,0.86,0.908,0.782,0.512,0.45,0.707,0.46,0.146,0.283,0.197,0.39,0.515
ROUGE-Lsum,0.931,0.876,0.573,0.515,0.709,0.678,0.67,0.496,0.864,0.812,0.656,0.553,0.723,0.358,0.89,0.913,0.795,0.525,0.517,0.713,0.486,0.332,0.386,0.965,0.974,0.989
VCS_LCT0,0.99,0.935,0.764,0.822,0.912,0.905,0.832,0.762,0.892,0.651,0.747,0.613,0.659,0.0,0.813,0.917,0.977,0.097,0.284,0.873,0.173,0.0,0.658,0.032,0.105,0.436
VCS_LCT1,0.996,0.957,0.85,0.832,0.927,0.909,0.92,0.805,0.894,0.672,0.751,0.616,0.7,0.017,0.817,0.918,0.978,0.113,0.323,0.879,0.209,0.0,0.698,0.477,0.193,0.436
