Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.929,0.803,0.475,0.258,0.574,0.478,0.539,0.238,0.74,0.634,0.614,0.503,0.435,0.039,0.873,0.9,0.84,0.508,0.51,0.646,0.4,0.268,0.015,0.996,0.996,0.996
BLEU-4,0.844,0.557,0.237,0.094,0.167,0.124,0.212,0.07,0.68,0.617,0.609,0.499,0.428,0.038,0.699,0.765,0.61,0.124,0.148,0.268,0.045,0.004,0.003,0.93,0.929,0.99
METEOR,0.95,0.929,0.467,0.329,0.559,0.54,0.608,0.279,0.876,0.785,0.846,0.82,0.508,0.231,0.89,0.921,0.883,0.498,0.559,0.672,0.416,0.191,0.097,0.591,0.677,0.672
ROUGE-1,0.933,0.906,0.714,0.577,0.712,0.645,0.678,0.52,0.85,0.777,0.77,0.68,0.703,0.386,0.878,0.905,0.847,0.535,0.539,0.664,0.432,0.291,0.245,0.998,0.998,0.998
ROUGE-4,0.779,0.459,0.209,0.084,0.07,0.053,0.112,0.075,0.723,0.737,0.758,0.669,0.682,0.363,0.57,0.658,0.454,0.028,0.043,0.126,0.004,0.0,0.017,0.871,0.869,0.986
ROUGE-L,0.933,0.793,0.637,0.497,0.575,0.51,0.574,0.377,0.85,0.775,0.769,0.678,0.701,0.386,0.878,0.901,0.841,0.486,0.517,0.636,0.404,0.135,0.182,0.243,0.39,0.504
ROUGE-Lsum,0.933,0.859,0.687,0.561,0.68,0.614,0.657,0.503,0.85,0.777,0.77,0.68,0.701,0.382,0.878,0.905,0.847,0.525,0.535,0.656,0.424,0.276,0.228,0.964,0.992,0.998
VCS_LCT0,0.963,0.955,0.931,0.879,0.918,0.867,0.902,0.753,0.882,0.707,0.765,0.626,0.583,0.0,0.821,0.923,0.979,0.227,0.457,0.717,0.0,0.0,0.275,0.0,0.0,0.395
VCS_LCT1,0.98,0.976,0.948,0.896,0.921,0.869,0.905,0.756,0.888,0.789,0.791,0.652,0.661,0.106,0.821,0.923,0.979,0.238,0.457,0.717,0.0,0.0,0.506,0.408,0.21,0.395
