Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.741,0.773,0.205,0.158,0.675,0.56,0.63,0.118,0.72,0.675,0.551,0.451,0.476,0.062,0.909,0.922,0.845,0.847,0.862,0.648,0.568,0.33,0.034,1.0,1.0,1.0
BLEU-4,0.435,0.465,0.079,0.058,0.365,0.251,0.221,0.022,0.67,0.659,0.549,0.449,0.474,0.062,0.785,0.82,0.635,0.631,0.676,0.283,0.195,0.009,0.004,0.913,0.917,0.997
METEOR,0.83,0.874,0.273,0.265,0.662,0.595,0.536,0.195,0.864,0.797,0.835,0.807,0.534,0.258,0.918,0.938,0.89,0.865,0.884,0.698,0.598,0.244,0.117,0.633,0.672,0.672
ROUGE-1,0.755,0.868,0.513,0.484,0.759,0.692,0.694,0.369,0.837,0.803,0.711,0.622,0.726,0.419,0.909,0.927,0.853,0.849,0.864,0.666,0.589,0.356,0.283,0.997,0.997,0.997
ROUGE-4,0.259,0.437,0.087,0.074,0.24,0.154,0.102,0.012,0.724,0.761,0.7,0.613,0.707,0.403,0.678,0.73,0.475,0.467,0.528,0.123,0.071,0.0,0.003,0.821,0.827,0.984
ROUGE-L,0.749,0.776,0.408,0.414,0.665,0.575,0.534,0.24,0.835,0.803,0.711,0.622,0.726,0.419,0.909,0.925,0.842,0.847,0.864,0.636,0.543,0.155,0.175,0.232,0.381,0.527
ROUGE-Lsum,0.751,0.831,0.48,0.469,0.739,0.675,0.666,0.344,0.837,0.803,0.709,0.621,0.726,0.419,0.909,0.927,0.853,0.849,0.864,0.662,0.579,0.347,0.256,0.963,0.965,0.997
VCS_LCT0,0.702,0.946,0.824,0.886,0.873,0.891,0.822,0.754,0.797,0.723,0.689,0.529,0.673,0.0,0.517,0.851,0.956,0.372,0.24,0.528,0.069,0.0,0.556,0.0,0.048,0.398
VCS_LCT1,0.702,0.946,0.896,0.891,0.953,0.895,0.924,0.774,0.805,0.753,0.693,0.533,0.714,0.006,0.536,0.854,0.982,0.372,0.25,0.535,0.092,0.0,0.618,0.457,0.234,0.403
