Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.885,0.929,0.201,0.072,0.639,0.536,0.548,0.225,0.742,0.669,0.66,0.568,0.44,0.026,0.841,0.906,0.823,0.602,0.525,0.653,0.502,0.353,0.053,1.0,1.0,1.0
BLEU-4,0.739,0.82,0.066,0.021,0.268,0.188,0.188,0.062,0.675,0.664,0.657,0.566,0.437,0.026,0.717,0.78,0.592,0.253,0.157,0.299,0.1,0.005,0.017,0.95,0.958,0.997
METEOR,0.932,0.926,0.264,0.193,0.583,0.552,0.542,0.265,0.899,0.71,0.863,0.843,0.5,0.196,0.892,0.919,0.86,0.601,0.546,0.701,0.523,0.248,0.192,0.599,0.62,0.633
ROUGE-1,0.894,0.957,0.533,0.417,0.748,0.683,0.673,0.499,0.852,0.797,0.794,0.725,0.704,0.353,0.866,0.908,0.836,0.617,0.549,0.679,0.526,0.382,0.362,0.994,0.994,0.994
ROUGE-4,0.624,0.762,0.063,0.059,0.143,0.098,0.089,0.047,0.709,0.776,0.778,0.71,0.686,0.326,0.634,0.674,0.445,0.105,0.047,0.148,0.019,0.0,0.049,0.882,0.897,0.975
ROUGE-L,0.89,0.934,0.435,0.326,0.651,0.556,0.519,0.367,0.85,0.797,0.794,0.725,0.704,0.353,0.866,0.906,0.824,0.591,0.52,0.651,0.479,0.148,0.274,0.209,0.354,0.588
ROUGE-Lsum,0.89,0.952,0.506,0.381,0.739,0.667,0.65,0.465,0.852,0.797,0.794,0.725,0.704,0.353,0.866,0.906,0.83,0.608,0.545,0.668,0.513,0.361,0.333,0.994,0.994,0.994
VCS_LCT0,0.957,0.987,0.921,0.661,0.897,0.85,0.888,0.85,0.861,0.685,0.612,0.526,0.691,0.006,0.51,0.893,0.946,0.025,0.107,0.746,0.0,0.0,0.767,0.0,0.065,0.364
VCS_LCT1,0.957,0.987,0.921,0.895,0.901,0.859,0.895,0.866,0.864,0.824,0.632,0.542,0.773,0.09,0.51,0.893,0.946,0.025,0.107,0.746,0.0,0.0,0.874,0.387,0.324,0.364
