Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.754,0.759,0.595,0.481,0.507,0.444,0.5,0.523,0.619,0.662,0.508,0.406,0.313,0.021,0.798,0.899,0.829,0.623,0.582,0.627,0.478,0.295,0.227,0.987,0.987,0.987
BLEU-4,0.461,0.438,0.29,0.218,0.181,0.146,0.163,0.114,0.506,0.639,0.501,0.4,0.304,0.02,0.648,0.769,0.605,0.261,0.228,0.264,0.074,0.004,0.073,0.89,0.887,0.974
METEOR,0.845,0.853,0.554,0.424,0.601,0.582,0.539,0.396,0.81,0.677,0.818,0.786,0.424,0.171,0.875,0.918,0.872,0.664,0.65,0.735,0.537,0.218,0.239,0.581,0.629,0.638
ROUGE-1,0.767,0.886,0.76,0.679,0.669,0.618,0.651,0.628,0.763,0.797,0.679,0.583,0.625,0.34,0.836,0.908,0.837,0.633,0.605,0.685,0.508,0.324,0.501,0.99,0.99,0.99
ROUGE-4,0.301,0.309,0.207,0.153,0.094,0.078,0.079,0.028,0.512,0.738,0.654,0.561,0.592,0.315,0.559,0.68,0.451,0.105,0.1,0.124,0.011,0.0,0.055,0.792,0.789,0.958
ROUGE-L,0.765,0.665,0.678,0.578,0.562,0.51,0.52,0.466,0.761,0.795,0.677,0.581,0.622,0.336,0.836,0.902,0.835,0.622,0.56,0.654,0.471,0.155,0.409,0.209,0.339,0.529
ROUGE-Lsum,0.767,0.815,0.741,0.662,0.654,0.604,0.638,0.605,0.763,0.797,0.679,0.583,0.625,0.34,0.836,0.908,0.837,0.633,0.603,0.681,0.506,0.314,0.496,0.985,0.985,0.99
VCS_LCT0,0.93,0.984,0.94,0.868,0.922,0.888,0.924,0.832,0.906,0.736,0.776,0.703,0.66,0.0,0.701,0.908,0.962,0.0,0.622,0.843,0.0,0.0,0.662,0.004,0.053,0.438
VCS_LCT1,0.93,0.984,0.963,0.9,0.922,0.889,0.927,0.915,0.91,0.823,0.785,0.711,0.726,0.0,0.701,0.91,0.972,0.0,0.627,0.843,0.0,0.0,0.801,0.467,0.118,0.438
