Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.571,0.177,0.419,0.663,0.092,0.432,0.623,0.858,0.899
A3-A1,0.76,0.392,0.66,0.812,0.238,0.68,0.791,0.959,0.973
A3-A4,0.729,0.336,0.654,0.801,0.178,0.622,0.786,0.69,0.697
