Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.427,0.071,0.311,0.594,0.024,0.366,0.561,0.576,0.606
A3-A1,0.633,0.179,0.435,0.692,0.057,0.528,0.688,0.776,0.866
A3-A4,0.632,0.243,0.496,0.735,0.125,0.541,0.722,0.887,0.902
