Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.574,0.195,0.481,0.676,0.081,0.509,0.643,0.858,0.865
A3-A1,0.974,0.942,0.968,0.978,0.92,0.978,0.978,0.998,0.998
A3-A4,0.98,0.959,0.985,0.983,0.942,0.983,0.983,0.997,0.997
