Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.565,0.192,0.451,0.709,0.087,0.537,0.673,0.891,0.939
A3-A4,0.673,0.297,0.577,0.766,0.164,0.628,0.73,0.875,0.924
A3-A1,0.681,0.257,0.492,0.719,0.118,0.567,0.701,0.871,0.917
