Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.967,0.895,0.928,0.969,0.833,0.963,0.965,0.889,0.926
A3-A2,0.553,0.114,0.407,0.677,0.032,0.481,0.643,0.861,0.894
A3-A4,0.969,0.912,0.933,0.974,0.866,0.967,0.972,0.929,0.963
