Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.681,0.296,0.536,0.775,0.153,0.62,0.743,0.873,0.877
A3-A2,0.566,0.194,0.425,0.718,0.099,0.478,0.681,0.837,0.853
A3-A4,0.717,0.373,0.599,0.802,0.25,0.648,0.775,0.93,0.932
