Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.952,0.873,0.9,0.964,0.82,0.962,0.964,0.954,0.979
A3-A2,0.444,0.11,0.325,0.561,0.037,0.394,0.544,0.869,0.876
A3-A4,0.98,0.947,0.978,0.985,0.919,0.978,0.985,0.974,0.988
