Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.432,0.122,0.335,0.622,0.055,0.401,0.59,0.763,0.813
A3-A4,0.673,0.268,0.521,0.767,0.14,0.535,0.726,0.847,0.916
A3-A1,0.719,0.264,0.526,0.755,0.104,0.558,0.722,0.903,0.91
