Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.314,0.067,0.284,0.508,0.027,0.357,0.476,0.68,0.836
A3-A1,0.965,0.933,0.946,0.986,0.948,0.986,0.986,0.976,0.985
A3-A4,0.998,0.995,0.99,0.999,0.993,0.999,0.999,0.987,0.998
