Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.934,0.777,0.83,0.956,0.68,0.93,0.943,0.899,0.944
A3-A2,0.607,0.223,0.485,0.691,0.108,0.534,0.663,0.901,0.917
A3-A4,0.996,0.992,0.997,0.997,0.99,0.997,0.997,0.887,0.887
