Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.445,0.135,0.386,0.636,0.06,0.388,0.613,0.825,0.903
A3-A1,0.733,0.335,0.604,0.798,0.172,0.659,0.784,0.918,0.956
A3-A4,0.589,0.201,0.466,0.719,0.096,0.527,0.696,0.854,0.924
