Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.551,0.167,0.427,0.64,0.062,0.426,0.589,0.797,0.846
A3-A4,0.695,0.31,0.562,0.744,0.152,0.559,0.713,0.783,0.818
A3-A1,0.73,0.357,0.613,0.789,0.198,0.656,0.762,0.939,0.959
