Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.496,0.099,0.383,0.598,0.033,0.453,0.579,0.735,0.794
A3-A1,0.916,0.796,0.87,0.947,0.721,0.942,0.947,0.938,0.981
A3-A4,0.972,0.922,0.951,0.981,0.885,0.978,0.978,0.937,0.953
