Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.873,0.667,0.75,0.905,0.564,0.881,0.903,0.898,0.947
A3-A2,0.59,0.186,0.449,0.664,0.077,0.49,0.634,0.83,0.895
A3-A4,0.892,0.773,0.866,0.947,0.749,0.924,0.947,0.943,0.956
