Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.907,0.701,0.814,0.926,0.568,0.891,0.926,0.887,0.895
A3-A2,0.427,0.107,0.343,0.594,0.056,0.433,0.569,0.707,0.728
A3-A4,0.996,0.989,0.998,0.998,0.985,0.998,0.998,0.928,0.928
