Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.493,0.138,0.388,0.635,0.051,0.442,0.622,0.94,0.943
A3-A1,0.97,0.967,0.949,0.985,0.979,0.985,0.985,0.997,0.997
A3-A4,0.984,0.976,0.99,0.988,0.972,0.986,0.988,0.951,0.965
