Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.39,0.076,0.347,0.582,0.029,0.401,0.532,0.71,0.892
A3-A1,0.74,0.473,0.645,0.823,0.353,0.733,0.806,0.836,0.912
A3-A4,0.904,0.816,0.907,0.957,0.813,0.948,0.955,0.987,0.987
