Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.474,0.11,0.382,0.659,0.033,0.446,0.624,0.858,0.863
A3-A1,0.719,0.305,0.575,0.792,0.167,0.632,0.782,0.959,0.96
A3-A4,0.734,0.343,0.56,0.816,0.196,0.608,0.783,0.847,0.919
