Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.621,0.336,0.522,0.792,0.272,0.697,0.767,0.671,0.762
A3-A2,0.45,0.109,0.35,0.583,0.039,0.405,0.537,0.753,0.782
A3-A4,0.629,0.321,0.506,0.751,0.218,0.67,0.734,0.828,0.911
