Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.906,0.702,0.826,0.935,0.587,0.911,0.935,0.828,0.909
A3-A2,0.423,0.072,0.313,0.49,0.019,0.307,0.476,0.345,0.425
A3-A4,0.873,0.713,0.781,0.914,0.619,0.896,0.914,0.918,0.94
