Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.795,0.553,0.669,0.871,0.44,0.792,0.859,0.711,0.834
A3-A2,0.391,0.091,0.328,0.582,0.037,0.392,0.556,0.675,0.804
A3-A4,0.906,0.747,0.82,0.934,0.643,0.852,0.919,0.719,0.825
