Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.434,0.149,0.381,0.587,0.092,0.43,0.56,0.842,0.852
A3-A1,0.983,0.968,0.983,0.999,0.995,0.999,0.999,0.992,0.992
A3-A4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
