Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.548,0.188,0.433,0.66,0.078,0.449,0.638,0.889,0.915
A3-A4,0.485,0.162,0.386,0.614,0.08,0.438,0.585,0.68,0.734
A3-A1,0.735,0.384,0.641,0.777,0.249,0.667,0.744,0.945,0.97
