Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.547,0.125,0.381,0.633,0.042,0.43,0.605,0.692,0.73
A3-A1,0.901,0.744,0.871,0.929,0.659,0.921,0.929,0.85,0.855
A3-A4,0.922,0.852,0.908,0.953,0.836,0.953,0.953,0.881,0.886
