Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.576,0.198,0.417,0.65,0.087,0.491,0.618,0.849,0.895
A3-A2,0.501,0.17,0.409,0.649,0.091,0.461,0.605,0.832,0.888
A3-A4,0.573,0.175,0.454,0.651,0.08,0.43,0.624,0.838,0.918
