Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.406,0.129,0.328,0.621,0.065,0.45,0.577,0.871,0.872
A3-A1,0.64,0.256,0.505,0.72,0.13,0.531,0.676,0.831,0.866
A3-A4,0.539,0.208,0.451,0.711,0.131,0.539,0.663,0.927,0.93
