Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.92,0.743,0.838,0.952,0.637,0.912,0.943,0.94,0.949
A3-A2,0.395,0.041,0.298,0.504,0.003,0.293,0.469,0.499,0.585
A3-A4,0.936,0.784,0.867,0.956,0.695,0.925,0.954,0.959,0.964
