Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.443,0.092,0.322,0.595,0.03,0.381,0.557,0.701,0.714
A3-A1,0.91,0.773,0.815,0.945,0.698,0.94,0.945,0.836,0.862
A3-A4,0.535,0.255,0.452,0.738,0.199,0.637,0.716,0.776,0.835
