Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.928,0.805,0.851,0.95,0.745,0.943,0.948,0.954,0.976
A3-A2,0.434,0.098,0.336,0.566,0.041,0.378,0.534,0.703,0.86
A3-A4,0.996,0.989,0.998,1.0,1.0,1.0,1.0,1.0,1.0
