Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.398,0.088,0.304,0.539,0.036,0.389,0.532,0.579,0.665
A3-A1,0.741,0.505,0.551,0.843,0.403,0.737,0.834,0.867,0.939
A3-A4,0.842,0.644,0.65,0.897,0.556,0.79,0.897,0.764,0.883
