Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.91,0.748,0.86,0.943,0.683,0.924,0.941,0.889,0.943
A3-A2,0.477,0.084,0.372,0.594,0.027,0.367,0.564,0.703,0.802
A3-A4,0.991,0.982,0.994,0.995,0.975,0.992,0.995,0.96,0.975
