Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.443,0.116,0.334,0.615,0.066,0.399,0.59,0.843,0.864
A3-A4,0.682,0.274,0.576,0.762,0.137,0.542,0.725,0.895,0.934
A3-A1,0.695,0.328,0.503,0.768,0.183,0.627,0.755,0.837,0.891
