Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.695,0.309,0.535,0.772,0.18,0.6,0.74,0.907,0.93
A3-A2,0.549,0.217,0.426,0.691,0.124,0.484,0.642,0.922,0.925
A3-A4,0.598,0.242,0.461,0.722,0.13,0.543,0.692,0.863,0.91
