Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.875,0.656,0.751,0.916,0.532,0.865,0.91,0.813,0.872
A3-A2,0.575,0.153,0.437,0.677,0.054,0.474,0.644,0.774,0.816
A3-A4,0.978,0.919,0.966,0.979,0.872,0.931,0.977,0.935,0.979
