Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.77,0.495,0.647,0.823,0.353,0.741,0.804,0.755,0.848
A3-A2,0.422,0.175,0.357,0.598,0.111,0.451,0.574,0.881,0.886
A3-A4,0.515,0.209,0.408,0.677,0.133,0.515,0.65,0.879,0.913
