Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.932,0.811,0.896,0.958,0.735,0.947,0.958,0.914,0.934
A3-A2,0.516,0.164,0.417,0.598,0.066,0.438,0.585,0.551,0.619
A3-A4,0.993,0.987,0.996,0.996,0.982,0.996,0.996,0.98,0.985
