Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.537,0.168,0.385,0.648,0.078,0.407,0.605,0.744,0.935
A3-A4,0.606,0.195,0.447,0.673,0.071,0.402,0.63,0.757,0.908
A3-A1,0.575,0.18,0.458,0.657,0.064,0.462,0.636,0.693,0.862
