Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.863,0.67,0.766,0.892,0.57,0.834,0.887,0.797,0.88
A3-A2,0.51,0.146,0.385,0.645,0.068,0.47,0.61,0.845,0.889
A3-A4,0.875,0.825,0.971,0.939,0.866,0.925,0.936,0.92,0.934
