Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.881,0.708,0.81,0.922,0.601,0.911,0.918,0.849,0.893
A3-A2,0.403,0.061,0.309,0.508,0.015,0.344,0.484,0.815,0.845
A3-A4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
