Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A1,0.848,0.563,0.73,0.901,0.424,0.831,0.891,0.842,0.872
A3-A2,0.533,0.135,0.388,0.652,0.052,0.461,0.632,0.772,0.813
A3-A4,0.913,0.778,0.85,0.943,0.712,0.926,0.941,0.94,0.946
