Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A3-A2,0.377,0.111,0.294,0.574,0.06,0.36,0.547,0.575,0.802
A3-A1,0.636,0.217,0.454,0.707,0.094,0.563,0.687,0.7,0.783
A3-A4,0.569,0.196,0.456,0.726,0.094,0.527,0.698,0.854,0.908
