Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.879,0.685,0.806,0.923,0.585,0.917,0.923,0.881,0.91
A4-A2,0.471,0.109,0.318,0.583,0.039,0.387,0.564,0.418,0.467
A4-A3,0.985,0.964,0.988,0.99,0.958,0.99,0.99,0.997,0.997
