Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.77,0.508,0.629,0.862,0.41,0.78,0.857,0.953,0.96
A4-A2,0.479,0.131,0.389,0.587,0.071,0.399,0.565,0.902,0.909
A4-A3,0.945,0.825,0.881,0.962,0.769,0.929,0.958,0.875,0.911
