Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.494,0.129,0.407,0.664,0.069,0.458,0.624,0.783,0.861
A4-A3,0.635,0.192,0.516,0.74,0.084,0.497,0.695,0.906,0.922
A4-A1,0.76,0.428,0.582,0.822,0.288,0.7,0.812,0.842,0.889
