Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.37,0.074,0.321,0.531,0.023,0.348,0.493,0.626,0.756
A4-A1,0.955,0.851,0.922,0.972,0.792,0.961,0.972,0.982,0.985
A4-A3,0.981,0.959,0.96,0.992,0.954,0.992,0.992,0.967,0.977
