Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.596,0.176,0.451,0.687,0.084,0.474,0.652,0.787,0.924
A4-A1,0.963,0.889,0.958,0.982,0.842,0.967,0.982,0.792,0.871
A4-A3,0.969,0.905,0.964,0.979,0.86,0.97,0.979,0.925,0.935
