Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.366,0.07,0.309,0.554,0.026,0.352,0.507,0.827,0.863
A4-A1,0.891,0.692,0.788,0.915,0.569,0.862,0.906,0.87,0.893
A4-A3,0.891,0.684,0.782,0.917,0.567,0.878,0.91,0.865,0.871
