Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.563,0.168,0.372,0.629,0.065,0.465,0.616,0.698,0.744
A4-A1,0.922,0.84,0.92,0.945,0.791,0.93,0.945,0.961,0.974
A4-A3,0.918,0.829,0.915,0.941,0.774,0.926,0.941,0.936,0.937
